Title	channel_title	published_at	category_id	view_count	like_count	comment_count	favorite_count	duration	definition	caption	engagement_rate	likes_to_views_ratio	comments_to_views_ratio	duration_seconds	video_age_days
á€‚á€®á€á€¬á€á€®á€¸á€•á€±á€«á€·á€€á€­á€¯á€€á€­á€¯á€›á€šá€º  " DJ REMIX " Funky Night " Than Tun Aung Music Production âœ”	á´…×  Ñ‚Ð½á´€É´ Ñ‚uÉ´ á´€uÉ´Ô oÒ“Ò“Î¹cá´€ÊŸ	2025-02-13 06:48:02+00:00	10	2826868	10670	145	0	PT4M13S	hd	FALSE	0.003825787	0.003774494	5.13E-05	253	278
every trick to EAR CANDY	Synthet	2025-03-13 16:00:31+00:00	24	2676921	133599	2015	0	PT8M25S	hd	FALSE	0.050660423	0.049907692	0.00075273	505	249
3 Levels Of Melodies - NOOB vs PRO vs GOD	Memphy	2021-12-01 12:22:33+00:00	10	2605023	98768	2687	0	PT8M33S	hd	FALSE	0.038945898	0.03791443	0.001031468	513	1447
Beginner Vs. Expert Music Producer: Can You Hear The Difference?	Servida Music	2022-04-21 21:00:17+00:00	10	2491145	114123	3113	0	PT6M53S	hd	FALSE	0.047061071	0.045811446	0.001249626	413	1306
HOW TO: Setup a Home Music Studio for Beginners (2025)	Edward Smith	2022-02-01 16:00:21+00:00	10	2478492	78947	1549	0	PT12M54S	hd	TRUE	0.0324778	0.031852823	0.000624977	774	1385
"what song is this again?" Charlie Puth making Birds Of A Feather out of "nothing"  | June 27, 2024	Charlie Puth Daily Updates	2024-06-28 05:27:28+00:00	22	2521296	176563	957	0	PT59S	hd	FALSE	0.070408207	0.07002864	0.000379567	59	508
BEGINNER HOME STUDIO SETUP (and why every musician needs one)	Paul Davids	2021-05-14 12:50:45+00:00	26	2329156	86778	2288	0	PT13M38S	hd	FALSE	0.038239586	0.037257257	0.00098233	818	1648
Age of Apes ads review new level: Worms invade the body #games #gaming #gameape	AOA Review	2024-08-18 11:00:00+00:00	20	178011159	2090110	126	0	PT34S	hd	FALSE	0.011742163	0.011741455	7.08E-07	34	456
I HaTe GaMiNg!!.. So i ate My Setup ðŸ˜¡ðŸŽ® (Gaming ASMR)	Spizee	2025-05-02 13:00:42+00:00	24	49647879	461415	7504	0	PT55S	hd	FALSE	0.009444895	0.00929375	0.000151144	55	199
Game Critics	videogamedunkey	2017-07-08 19:30:00+00:00	20	17460508	385229	17637	0	PT8M53S	hd	TRUE	0.023072981	0.022062873	0.001010108	533	3054
Roblox BANNED These Games..	CaylusBlox	2024-08-07 20:39:35+00:00	20	19254138	328274	2569	0	PT38S	hd	FALSE	0.017182955	0.017049529	0.000133426	38	467
Age of Apes ads review new level: Ape Uprising Begins #gaming #games #funny	AOA Review	2025-03-01 09:00:22+00:00	20	18836406	252066	33	0	PT38S	hd	FALSE	0.013383603	0.013381851	1.75E-06	38	262
Top War Ads Review New Level 320 Update: Battle Game #games #gameplay #gaming	Game Ads	2025-04-25 08:00:21+00:00	20	17134811	89707	92	0	PT42S	hd	FALSE	0.005240734	0.005235365	5.37E-06	42	207
Age of Apes ads review new level: Ape Hero #games #gameape #gaming	AOA Review	2024-11-03 14:01:00+00:00	20	11350278	159304	27	0	PT31S	hd	FALSE	0.014037629	0.01403525	2.38E-06	31	379
Ranking ROBLOX Gamesâ€¦	Lana's Life	2024-09-17 00:42:30+00:00	20	8550937	294887	9402	0	PT24S	hd	FALSE	0.035585453	0.034485924	0.001099528	24	427
Age of Apes ads review new level: Strategy or chaos? Age of Apes ads #gaming #funny #games	AOA Review	2025-03-06 05:00:35+00:00	20	10830670	117783	36	0	PT31S	hd	FALSE	0.010878273	0.010874949	3.32E-06	31	257
Red Dead Redemption 2 Review	IGN	2018-10-25 10:58:25+00:00	20	6691733	116567	13649	0	PT7M20S	hd	TRUE	0.019459231	0.017419551	0.002039681	440	2580
Age of Apes ads review new level: Take over huge power #gaming #gameape #games	AOA Review	2024-11-09 11:00:20+00:00	20	6848158	142675	6	0	PT34S	hd	FALSE	0.020834943	0.020834067	8.76E-07	34	373
Elden Ring Review	IGN	2022-02-23 15:00:00+00:00	20	5597720	108144	6624	0	PT12M1S	hd	FALSE	0.02050263	0.019319291	0.001183339	721	1363
Worst IGN Reviews Ever	penguinz0	2022-11-07 19:00:21+00:00	24	5409697	139117	7402	0	PT16M15S	hd	FALSE	0.027084506	0.025716223	0.001368283	975	1106
Top War Ads review New Level 615 Update:gameplay #game #gaming #gameplay #popular #gamingapp #shorts	Danish Gamerz	2025-08-25 10:31:51+00:00	20	9386124	35500	23	0	PT33S	hd	FALSE	0.003784629	0.003782178	2.45E-06	33	84
Age of apes ads review new level: Attack on Titan #games #gaming	AOA Review	2024-05-01 01:00:20+00:00	20	6029605	117701	64	0	PT32S	hd	FALSE	0.019531127	0.019520513	1.06E-05	32	566
Age of Apes ads review new level: Gorillas evolved #gaming #gameape #games	AOA Review	2024-10-24 05:00:00+00:00	20	6404302	99340	30	0	PT34S	hd	FALSE	0.01551613	0.015511446	4.68E-06	34	390
Age of Apes ads review new level: Banana Wars #games #gameape #gaming	AOA Review	2025-01-11 08:00:08+00:00	20	5822188	95261	21	0	PT37S	hd	FALSE	0.016365322	0.016361716	3.61E-06	37	311
The Comical World of the 287 WORST Game Reviews Ever - Caddicarus	Caddicarus	2020-05-04 01:32:29+00:00	20	4235246	77821	6853	0	PT40M7S	hd	FALSE	0.019992695	0.018374607	0.001618087	2407	2024
Guess the Game from the Review? ðŸŽ® @KingSammelot	Bundun	2025-02-07 13:00:27+00:00	20	4349112	258278	1980	0	PT1M	hd	FALSE	0.059841627	0.059386362	0.000455265	60	283
OnePlus 15 Review: This is Not Normal!	Marques Brownlee	2025-11-13 14:30:53+00:00	28	4121402	140230	9967	0	PT12M52S	hd	TRUE	0.036443172	0.034024821	0.002418351	772	4
25 Perfect 10/10 Games You MUST Play	GameVerseChamp	2024-10-19 12:00:47+00:00	20	3719493	44677	2769	0	PT31M32S	hd	FALSE	0.012756036	0.01201158	0.000744456	1892	394
Playing Match Villains Mobile Game Preview!ðŸ˜Ž #shorts #gamereviews	MohanadPC	2025-09-04 04:00:00+00:00	20	7209783	30539	12	0	PT34S	hd	FALSE	0.004237436	0.004235772	1.66E-06	34	75
F.E.A.R. Review	MandaloreGaming	2017-03-24 19:02:46+00:00	20	3050742	52329	2376	0	PT26M43S	hd	TRUE	0.017931697	0.017152871	0.000778827	1603	3160
Top 10 Most Controversial Video Game Reviews	WatchMojo.com	2017-10-13 13:00:02+00:00	24	2964066	36237	6653	0	PT10M	hd	FALSE	0.014469983	0.012225432	0.002244551	600	2957
My Nintendo Switch 2 Review (Doesn't Matter?)	Marques Brownlee	2025-07-03 19:44:30+00:00	28	2901157	71022	4479	0	PT13M17S	hd	TRUE	0.026024436	0.024480569	0.001543866	797	137
How to be a Good Game Reviewer	videogamedunkey	2023-09-14 19:30:02+00:00	20	2835218	141614	6656	0	PT5M49S	hd	FALSE	0.052295784	0.04994817	0.002347614	349	795
Age of Apes ads review new level: The power of machines #games #gameape #gaming	AOA Review	2024-10-24 11:00:29+00:00	20	3270527	46576	10	0	PT34S	hd	FALSE	0.014244183	0.014241126	3.06E-06	34	389
The Callisto Protocol Review	MandaloreGaming	2023-03-03 14:30:15+00:00	20	2663326	57073	4373	0	PT41M22S	hd	TRUE	0.023071144	0.021429212	0.001641931	2482	990
Squid Game Season 3 Was Bad	penguinz0	2025-06-29 01:45:08+00:00	24	2588611	105451	16068	0	PT19M33S	hd	FALSE	0.04694369	0.040736503	0.006207187	1173	142
Castlevania Series Retrospective | A Complete History and Review	I Finished A Video Game	2022-12-03 18:31:11+00:00	20	2413405	47065	7771	0	PT7H20M36S	hd	FALSE	0.022721415	0.019501485	0.003219931	26436	1080
God Tier Steam Games	Get To It	2024-07-06 22:40:41+00:00	20	2369793	56007	2561	0	PT11M24S	hd	FALSE	0.024714384	0.0236337	0.001080685	684	499
Stray Review	IGN	2022-07-18 16:00:53+00:00	20	2371910	44476	2244	0	PT8M1S	hd	FALSE	0.019697198	0.018751125	0.000946073	481	1218
Must Play Mobile Game-Epic War!ðŸ˜Ž #shorts #gamereviews	MohanadPC	2025-09-01 16:00:04+00:00	20	3989971	18035	17	0	PT46S	hd	FALSE	0.004524343	0.004520082	4.26E-06	46	77
Nintendo Switch 2 Review - a PC Gamerâ€™s Perspective	Linus Tech Tips	2025-06-14 16:42:09+00:00	28	2215761	55720	5413	0	PT16M12S	hd	FALSE	0.027590057	0.025147105	0.002442952	972	156
Must Play Mobile Game-Epic War!ðŸ˜Ž #shorts #gamereviews	MohanadPC	2025-08-22 22:00:09+00:00	20	3627659	14140	8	0	PT38S	hd	FALSE	0.003900035	0.003897829	2.21E-06	38	87
Dead Space Remake Review	MandaloreGaming	2023-02-17 15:47:45+00:00	20	1939691	46882	3562	0	PT39M51S	hd	TRUE	0.026006191	0.024169817	0.001836374	2391	1004
LGR - Elder Scrolls: Daggerfall - DOS PC Game Review	LGR	2014-07-18 05:13:04+00:00	24	1821586	33273	2073	0	PT12M54S	hd	TRUE	0.019403959	0.018265941	0.001138019	774	4141
Why are Game Journalists So Bad at Videogames	Htwo	2023-10-13 14:00:44+00:00	20	1731807	58795	3636	0	PT11M6S	hd	FALSE	0.036049608	0.033950068	0.00209954	666	766
The Truth About Game Review	GothamChess	2023-06-21 19:20:00+00:00	20	1726605	52955	1676	0	PT23M23S	hd	FALSE	0.031640687	0.030669997	0.00097069	1403	880
Ghost of Yotei	videogamedunkey	2025-10-03 19:30:00+00:00	20	1705918	65920	1652	0	PT9M7S	hd	FALSE	0.039610321	0.038641928	0.000968393	547	45
The Most Embarrassing Moments in Gaming Journalism	MagicMush	2023-05-24 03:40:02+00:00	20	1648699	62781	6938	0	PT20M55S	hd	FALSE	0.042287257	0.038079093	0.004208164	1255	909
20 LEGENDARY Games Worth Revisiting in 2025	gameranx	2025-07-05 14:30:45+00:00	20	1646626	29619	2078	0	PT34M50S	hd	TRUE	0.019249654	0.01798768	0.001261974	2090	135
Dinosaur Game Ads Review 73 All Levels: Thrilling Survival in a Prehistoric World	Dino Review	2024-12-03 08:00:02+00:00	20	1578986	4419	6	0	PT15M18S	hd	TRUE	0.00280243	0.00279863	3.80E-06	918	350
Elin Review | Taxation Not Optionalâ„¢	SsethTzeentach	2025-07-30 17:25:26+00:00	20	1571887	100532	3978	0	PT13M44S	hd	TRUE	0.066486925	0.063956211	0.002530715	824	110
Game of The Year 2025 is Going To Be A RIDICULOUS Fight	gameranx	2025-09-17 16:46:31+00:00	20	1596531	33624	7932	0	PT19M15S	hd	TRUE	0.026028918	0.021060649	0.004968269	1155	61
Ghost of Yotei - Before You Buy	gameranx	2025-09-25 21:41:42+00:00	20	1366391	45978	9598	0	PT13M16S	hd	TRUE	0.04067354	0.033649202	0.007024339	796	53
â‚¹50,000 PS5 vs â‚¹2000 Game Stick ðŸ˜²ðŸ¤¯ Who is the Real Winner ?? #shorts	Digidoty	2024-11-08 11:49:56+00:00	28	1576718	32917	327	0	PT46S	hd	FALSE	0.02108429	0.020876897	0.000207393	46	374
Arc Raiders - Before You Buy	gameranx	2025-10-31 21:57:47+00:00	20	1218921	28356	3146	0	PT14M14S	hd	TRUE	0.025844148	0.023263178	0.002580969	854	17
Clair Obscur: Expedition 33 Review	IGN	2025-04-23 09:00:23+00:00	20	1220485	16187	2947	0	PT17M48S	hd	FALSE	0.015677361	0.013262749	0.002414612	1068	209
Must Play Mobile Game-Epic War!ðŸ˜Ž #shorts #gamereviews	MohanadPC	2025-08-24 16:00:39+00:00	20	2157893	7439	12	0	PT32S	hd	FALSE	0.003452904	0.003447343	5.56E-06	32	85
